id,category,description,humidity (%),energy (kcal),energy (kJ),protein (g),lipids (g),cholesterol (mg),carbohydrate (g),fiber (g),Cinzas (g),Calcium (mg),Magnesium (mg),Magnesium  (mg),Phosphor (mg),Iron (mg),Sodium (mg),Potassium (mg),Copper (mg),Zinc (mg),Retinol (mcg),RE (mcg),RAE (mcg),Thiamine (mg),Riboflavin (mg),Pyridoxine (mg),Niacin (mg),vitamina-c (mg)
111,"Verduras, hortaliças e derivados","Chicória, crua",95.14,13.84,57.89,1.14,0.14,NA,2.85,2.20,0.82,44.83,14.14,0.13,13.38,0.45,13.52,424.90,0.04,0.09,NA,,,0.03,0.10,Tr,0.68,6.54
112,"Verduras, hortaliças e derivados","Chuchu, cozido",94.56,18.54,77.57,0.41,Tr,NA,4.79,1.04,0.18,7.83,6.93,0.07,12.81,0.06,1.81,54.35,Tr,0.09,NA,,,0.03,Tr,Tr,Tr,5.57
113,"Verduras, hortaliças e derivados","Chuchu, cru",94.84,16.98,71.04,0.70,0.06,NA,4.14,1.28,0.27,11.51,7.23,0.08,17.74,0.17,Tr,125.99,0.03,0.10,NA, , ,Tr,Tr,Tr,Tr,10.61
114,"Verduras, hortaliças e derivados","Coentro, folhas desidratadas",10.63,309.07,1293.15,20.88,10.39,NA,47.96,37.29,10.15,783.81,392.79,10.48,388.06,81.43,18.26,3222.77,4.09,4.70,NA,,,0.10,0.11,0.09,Tr,40.77
115,"Verduras, hortaliças e derivados","Couve, manteiga, crua",90.90,27.06,113.21,2.87,0.55,NA,4.33,3.12,1.35,130.87,34.66,1.02,48.67,0.45,6.17,403.45,0.06,0.40,NA,496.00,248.00,0.20,0.31,0.06,2.29,96.68
116,"Verduras, hortaliças e derivados","Couve, manteiga, refogada ",81.53,90.34,378.00,1.67,6.59,NA,8.71,5.74,1.50,177.33,26.20,0.12,33.41,0.50,11.45,314.89,0.02,0.19,NA,384.00,192.00,Tr,0.05,0.07,Tr,76.94
117,"Verduras, hortaliças e derivados","Couve-flor, crua",92.77,22.56,94.41,1.91,0.21,NA,4.52,2.35,0.59,17.82,11.99,0.16,57.08,0.53,3.44,256.01,0.03,0.31,NA,2.00,1.00,0.03,0.09,0.10,Tr,36.05
118,"Verduras, hortaliças e derivados","Couve-flor, cozida",94.34,19.11,79.97,1.24,0.27,NA,3.88,2.13,0.28,16.14,5.44,0.10,25.43,0.13,1.79,80.49,Tr,0.26,NA,,,0.04,Tr,Tr,Tr,23.70
119,"Verduras, hortaliças e derivados","Espinafre, Nova Zelândia, cru",94.03,16.10,67.34,2.00,0.24,NA,2.57,2.10,1.16,97.51,81.64,0.71,25.43,0.36,17.09,336.01,0.06,0.27,NA,484.00,242.00,0.10,0.21,0.06,Tr,2.42
120,"Verduras, hortaliças e derivados","Espinafre, Nova Zelândia, refogado",86.57,67.25,281.39,2.72,5.43,NA,4.24,2.52,1.04,112.38,122.71,0.61,33.51,0.65,47.02,149.23,0.04,0.59,NA,623.83,311.92,0.08,0.13,0.13,Tr,5.27
121,"Verduras, hortaliças e derivados","Farinha, de mandioca, crua",9.39,360.87,1509.88,1.55,0.28,NA,87.90,6.39,0.88,64.87,37.00,Tr,41.61,1.09,1.02,340.13,0.08,0.39,NA,,,0.14,Tr,0.04,Tr,Tr
122,"Verduras, hortaliças e derivados","Farinha, de mandioca, torrada",8.34,365.27,1528.29,1.23,0.29,NA,89.19,6.54,0.95,75.53,40.01,0.37,38.63,1.19,10.31,327.74,Tr,0.36,NA,,,Tr,Tr,0.81,Tr,Tr
123,"Verduras, hortaliças e derivados","Farinha, de puba",9.80,360.18,1506.99,1.62,0.47,NA,87.29,4.24,0.83,41.40,27.49,0.16,32.64,1.43,3.61,337.76,0.07,0.34,NA,,,0.09,Tr,Tr,Tr,Tr
124,"Verduras, hortaliças e derivados","Fécula, de mandioca",17.77,330.85,1384.28,0.52,0.28,NA,81.15,0.65,0.28,11.89,3.02,Tr,60.39,0.11,2.45,48.13,Tr,Tr,NA,,,0.03,Tr,Tr,Tr,Tr
125,"Verduras, hortaliças e derivados","Feijão, broto, cru",87.48,38.72,162.02,4.17,0.10,NA,7.76,1.97,0.49,14.48,25.13,0.19,74.75,0.82,1.79,189.22,0.17,0.57,NA,,,Tr,0.04,0.15,Tr,12.00
126,"Verduras, hortaliças e derivados","Inhame, cru",73.31,96.70,404.59,2.05,0.21,NA,23.23,1.65,1.19,11.80,28.76,0.15,64.72,0.36,Tr,567.74,0.17,0.30,NA,,,0.08,Tr,0.11,Tr,5.62
127,"Verduras, hortaliças e derivados","Jiló, cru",91.63,27.37,114.50,1.40,0.22,NA,6.19,4.83,0.56,19.97,20.63,0.14,29.02,0.34,Tr,212.95,0.07,0.14,NA,12.67,6.33,0.07,0.04,Tr,Tr,6.79
128,"Verduras, hortaliças e derivados","Jurubeba, crua",66.64,125.81,526.40,4.41,3.91,NA,23.06,23.92,1.98,151.02,65.32,0.52,155.12,0.95,0.77,619.40,1.16,0.63,NA,,,0.13,0.02,0.20,Tr,13.83
129,"Verduras, hortaliças e derivados","Mandioca, cozida",68.69,125.36,524.50,0.58,0.30,NA,30.09,1.56,0.35,18.63,26.82,0.06,22.41,0.07,0.91,100.36,0.01,0.17,NA,,,0.06,Tr,0.03,Tr,11.07
130,"Verduras, hortaliças e derivados","Mandioca, crua",61.84,151.42,633.53,1.13,0.30,NA,36.17,1.88,0.56,15.19,44.50,0.05,29.43,0.27,2.15,208.06,0.07,0.20,NA,,,Tr,Tr,0.04,Tr,16.53
131,"Verduras, hortaliças e derivados","Mandioca, farofa, temperada",6.42,405.69,1697.42,2.06,9.12,NA,80.30,7.82,2.09,65.69,34.34,0.29,44.52,1.36,574.51,201.38,Tr,0.17,NA,,,0.10,Tr,0.15,Tr,Tr
132,"Verduras, hortaliças e derivados","Mandioca, frita",36.57,300.06,1255.43,1.38,11.20,NA,50.25,1.87,0.61,23.05,94.87,0.18,56.54,0.32,8.94,176.06,0.12,0.44,NA,,,0.05,Tr,0.04,Tr,Tr
133,"Verduras, hortaliças e derivados","Manjericão, cru",92.96,21.15,88.48,1.99,0.39,NA,3.64,3.31,1.02,210.92,57.81,0.17,39.92,0.97,3.89,251.55,0.16,0.46,NA,1034.83,517.42,0.06,0.21,0.06,0.90,2.34
134,"Verduras, hortaliças e derivados","Maxixe, cru",95.06,13.75,57.52,1.39,0.07,NA,2.73,2.19,0.75,20.87,9.61,0.07,24.98,0.35,10.99,327.70,0.02,0.18,NA,5.50,2.75,0.06,0.02,0.04,Tr,9.63
135,"Verduras, hortaliças e derivados","Mostarda, folha, crua",93.43,18.11,75.76,2.11,0.17,NA,3.24,1.89,1.06,68.18,15.62,0.14,58.40,1.10,2.88,363.57,0.05,0.28,NA,,,0.05,0.04,0.05,Tr,38.55
136,"Verduras, hortaliças e derivados","Nhoque, batata, cozido",54.95,180.78,756.36,5.86,1.94,15.08,36.78,1.78,0.46,11.42,17.90,0.30,68.37,1.65,7.07,163.70,0.10,0.48,15.47,,,0.08,Tr,0.04,Tr,Tr
137,"Verduras, hortaliças e derivados","Nabo, cru",93.84,18.19,76.09,1.20,0.05,NA,4.15,2.64,0.75,42.39,14.60,4.42,16.57,0.22,2.46,279.65,0.02,0.19,NA,,,0.07,Tr,0.03,Tr,9.55
138,"Verduras, hortaliças e derivados","Palmito, juçara, em conserva",91.37,23.20,97.07,1.79,0.40,NA,4.33,3.15,2.11,58.29,33.70,10.82,40.26,0.30,513.82,243.97,0.23,0.73,NA,,,0.06,0.04,Tr,Tr,1.98
139,"Verduras, hortaliças e derivados","Palmito, pupunha, em conserva",89.44,29.43,123.14,2.46,0.45,NA,5.51,2.55,2.14,32.44,25.49,0.14,54.96,0.18,562.69,206.42,0.08,0.36,NA,,,0.03,Tr,Tr,Tr,8.66
140,"Verduras, hortaliças e derivados","Pão, de queijo, assado",33.74,363.08,1519.12,5.12,24.57,67.73,34.24,0.56,2.33,102.49,8.24,0.03,93.74,0.28,773.49,93.09,0.01,0.63,61.31,,,0.04,0.10,0.04,Tr, 
141,"Verduras, hortaliças e derivados","Pão, de queijo, cru",41.84,294.54,1232.35,3.65,13.99,63.05,38.51,0.98,2.01,87.56,6.83,Tr,78.84,0.29,404.99,58.08,Tr,0.43,47.50,,,Tr,0.08,Tr,Tr, 
142,"Verduras, hortaliças e derivados","Pepino, cru",96.79,9.53,39.89,0.87,Tr,NA,2.04,1.12,0.29,9.62,9.34,0.08,12.32,0.15,Tr,153.69,0.04,0.13,NA,3.58,1.79,Tr,0.03,Tr,Tr,4.99
143,"Verduras, hortaliças e derivados","Pimentão, amarelo, cru",91.88,27.93,116.85,1.22,0.44,NA,5.96,1.92,0.50,9.61,10.90,0.08,22.38,0.41,Tr,221.33,0.04,0.15,NA,40.00,20.00,0.04,0.03,0.06,Tr,201.36
144,"Verduras, hortaliças e derivados","Pimentão, verde, cru",93.52,21.29,89.06,1.05,0.15,NA,4.89,2.56,0.39,8.76,7.79,0.14,16.51,0.41,Tr,174.33,0.07,0.14,NA,46.00,23.00,Tr,Tr,Tr,Tr,100.21
145,"Verduras, hortaliças e derivados","Pimentão, vermelho, cru",92.90,23.28,97.41,1.04,0.15,NA,5.47,1.59,0.44,6.37,11.13,0.06,19.96,0.33,Tr,210.92,0.04,0.15,NA,86.00,43.00,0.05,0.06,0.02,Tr,158.21
146,"Verduras, hortaliças e derivados","Polvilho, doce",12.58,351.23,1469.53,0.43,Tr,NA,86.77,0.24,0.17,27.41,4.10,0.09,8.38,0.51,1.58,37.63,Tr,Tr,NA,,,Tr,Tr,Tr,Tr,Tr
147,"Verduras, hortaliças e derivados","Quiabo, cru",90.58,29.94,125.27,1.92,0.30,NA,6.37,4.55,0.83,112.16,49.97,0.46,55.83,0.37,0.89,248.80,0.17,0.59,NA,49.31,24.65,0.10,Tr,0.03,Tr,5.60
148,"Verduras, hortaliças e derivados","Rabanete, cru",95.06,13.74,57.48,1.39,0.07,NA,2.73,2.19,0.75,20.87,9.61,0.07,24.98,0.35,10.99,327.70,0.02,0.18,NA,,,0.06,0.02,0.04,Tr,9.63
149,"Verduras, hortaliças e derivados","Repolho, branco, cru",94.72,17.12,71.63,0.88,0.14,NA,3.86,1.89,0.40,34.55,8.51,0.13,14.20,0.15,3.64,150.09,0.02,0.15,NA,6.00,3.00,Tr,0.03,0.06,Tr,18.72
150,"Verduras, hortaliças e derivados","Repolho, roxo, cru",90.08,30.91,129.32,1.91,0.06,NA,7.20,1.97,0.74,43.67,18.02,0.25,57.71,0.52,2.34,328.07,0.90,0.25,NA,,,0.07,Tr,0.09,Tr,43.20
151,"Verduras, hortaliças e derivados","Repolho, roxo, refogado",88.70,41.77,174.78,1.80,1.24,NA,7.56,1.75,0.70,42.59,17.25,0.26,59.38,0.47,3.42,321.45,0.02,0.26,NA,,,0.07,Tr,0.07,0.63,40.52
152,"Verduras, hortaliças e derivados","Rúcula, crua",94.82,13.13,54.95,1.77,0.11,NA,2.22,1.74,1.09,116.56,17.79,0.24,25.17,0.94,9.42,233.40,0.04,0.23,NA,532.75,266.38,0.04,Tr,Tr,0.35,46.29
153,"Verduras, hortaliças e derivados","Salsa, crua",88.65,33.42,139.85,3.26,0.61,NA,5.71,1.85,1.78,179.41,20.90,1.88,49.35,3.18,2.30,711.30,0.20,1.32,NA,1743.25,871.63,0.12,0.15,0.47,0.72,51.69
154,"Verduras, hortaliças e derivados","Seleta de legumes, enlatada",82.15,56.53,236.54,3.42,0.35,NA,12.67,3.09,1.41,16.16,15.61,0.13,49.03,1.06,398.14,122.21,0.08,0.53,NA,244.17,122.08,0.03,Tr,Tr,3.72,Tr
155,"Verduras, hortaliças e derivados","Serralha, crua",90.25,30.40,127.18,2.67,0.74,NA,4.95,3.52,1.39,126.02,29.55,0.23,48.26,1.27,19.35,265.27,0.20,1.33,NA,1134.00,567.00,Tr,0.11,0.08,Tr,1.51
156,"Verduras, hortaliças e derivados","Taioba, crua",89.24,34.21,143.13,2.90,0.93,NA,5.43,4.45,1.50,141.09,37.92,0.66,52.76,1.91,1.16,290.32,0.16,0.61,NA,1160.00,580.00,Tr,0.10,0.10,Tr,17.94
157,"Verduras, hortaliças e derivados","Tomate, com semente, cru",95.13,15.34,64.16,1.10,0.17,NA,3.14,1.17,0.46,6.94,10.54,0.07,20.19,0.24,1.02,222.39,0.04,0.14,NA,54.00,27.00,0.12,Tr,0.02,Tr,21.21
158,"Verduras, hortaliças e derivados","Tomate, extrato",79.66,60.93,254.95,2.43,0.19,NA,14.96,2.80,2.75,29.08,29.33,0.18,47.16,2.09,497.93,679.91,0.20,0.37,NA,166.00,83.00,Tr,Tr,0.11,2.42,18.01
159,"Verduras, hortaliças e derivados","Tomate, molho industrializado",88.14,38.45,160.86,1.38,0.90,NA,7.71,3.12,1.87,11.73,16.79,0.08,27.21,1.58,418.28,388.20,0.08,0.13,NA,76.00,38.00,Tr,Tr,0.06,Tr,2.71
160,"Verduras, hortaliças e derivados","Tomate, purê",90.79,27.94,116.89,1.36,Tr,NA,6.89,1.03,0.95,13.24,15.44, ,30.01,1.25,103.93,308.24,0.09,0.33,NA,90.00,45.00,Tr,Tr,0.07,1.18,5.38
161,"Verduras, hortaliças e derivados","Tomate, salada",93.63,20.55,85.97,0.81,Tr,NA,5.12,2.27,0.40,6.95,9.50,0.04,23.38,0.29,5.24,161.16,0.07,0.17,NA,,,0.06,0.04,0.05,Tr,12.80
162,"Verduras, hortaliças e derivados","Vagem, crua",92.17,24.90,104.17,1.79,0.17,NA,5.35,2.38,0.53,41.10,17.83,0.50,27.99,0.43,Tr,208.20,0.06,0.33,NA,32.08,16.04,Tr,0.08,Tr,Tr,1.15
163,Frutas e derivados,"Abacate, cru",83.79,96.15,402.31,1.24,8.40,NA,6.03,6.31,0.55,7.92,14.68,0.17,21.95,0.21,Tr,206.26,0.15,0.22,NA,,,Tr,0.04,Tr,Tr,8.66
164,Frutas e derivados,"Abacaxi, cru",86.32,48.32,202.18,0.86,0.12,NA,12.33,0.99,0.37,22.43,18.44,1.62,12.78,0.26,Tr,131.34,0.11,0.14,NA,,,0.17,0.02,Tr,Tr,34.62
165,Frutas e derivados,"Abacaxi, polpa, congelada",91.29,30.59,128.00,0.47,0.11,NA,7.80,0.33,0.33,13.54,10.07,1.02,7.63,0.36,1.24,106.68,0.04,0.06,NA,2.26,1.13,0.05,Tr,Tr,Tr,1.25
166,Frutas e derivados,"Abiu, cru",83.14,62.42,261.18,0.83,0.70,NA,14.93,1.70,0.39,5.78,9.30,0.08,20.29,0.16,Tr,128.34,0.09,0.10,NA,,,Tr,0.04,0.05,Tr,10.28
167,Frutas e derivados,"Açaí, polpa, com xarope de guaraná e glucose",73.88,110.30,461.49,0.72,3.66,NA,21.46,1.72,0.29,22.16,12.73,3.29,10.79,0.27,15.10,75.49,0.14,0.19,NA,,,Tr,Tr,0.07,Tr,10.27
168,Frutas e derivados,"Açaí, polpa, congelada",88.70,58.05,242.86,0.80,3.94,NA,6.21,2.55,0.35,35.18,17.04,6.16,16.43,0.43,5.18,123.62,0.18,0.27,NA,,,Tr,0.04,0.07,Tr,Tr
169,Frutas e derivados,"Acerola, crua",90.53,33.46,140.01,0.91,0.21,NA,7.97,1.51,0.39,12.55,13.13,0.07,9.24,0.22,Tr,164.99,0.07,0.15,NA,247.00,123.50,Tr,0.04,Tr,1.38,941.37
170,Frutas e derivados,"Acerola, polpa, congelada",93.61,21.94,91.78,0.59,Tr,NA,5.54,0.70,0.26,7.59,8.66,0.03,12.86,0.17,1.28,111.99,0.04,0.07,NA,192.00,96.00,Tr,0.10,Tr,Tr,623.24
171,Frutas e derivados,"Ameixa, calda, enlatada ",52.17,182.85,765.03,0.41,Tr,NA,46.89,0.52,0.53,13.15,9.96,0.10,20.94,2.15,2.70,221.19,0.03,0.14,NA,,,Tr,0.23,0.37,Tr,4.27
172,Frutas e derivados,"Ameixa, crua",84.77,52.54,219.84,0.77,Tr,NA,13.85,2.43,0.60,5.72,5.48,0.03,13.92,0.10,Tr,134.05,0.06,0.05,NA,27.21,13.60,0.07,Tr,0.03,Tr,7.63
173,Frutas e derivados,"Ameixa, em calda, enlatada, drenada ",50.34,177.36,742.07,1.03,0.28,NA,47.66,4.55,0.70,39.24,14.49,0.20,26.07,2.70,2.79,263.26,0.16,0.20,NA,,,Tr,0.22,0.08,Tr,5.15
174,Frutas e derivados,"Atemóia, crua",72.74,96.97,405.73,0.97,0.30,NA,25.33,2.14,0.66,22.77,24.84,0.16,23.36,0.16,0.79,300.01,0.17,0.19,NA,,,0.09,0.07,0.07,1.58,10.15
175,Frutas e derivados,"Banana, da terra, crua",63.88,128.02,535.65,1.43,0.24,NA,33.67,1.53,0.78,4.15,23.79,0.16,25.52,0.29,Tr,328.03,0.05,0.16,NA,238.83,119.42,0.03,0.02,0.14,Tr,15.75
176,Frutas e derivados,"Banana, doce em barra",21.13,280.11,1171.96,2.17,0.05,NA,75.67,3.83,0.99,11.95,49.19,0.84,36.88,0.61,9.88,518.25,0.16,0.30,NA,27.36,13.68,0.03,Tr,0.06,1.41,Tr
177,Frutas e derivados,"Banana, figo, crua",70.07,105.08,439.67,1.13,0.14,NA,27.80,2.80,0.85,6.36,30.16,0.21,15.82,0.20,Tr,386.59,0.06,0.12,NA,,,0.09,Tr,0.03,Tr,17.50
178,Frutas e derivados,"Banana, maçã, crua",75.23,86.81,363.19,1.75,0.06,NA,22.34,2.59,0.62,3.22,23.69,0.60,28.68,0.20,Tr,264.39,0.11,0.12,NA,6.42,3.21,Tr,Tr,0.14,Tr,10.47
179,Frutas e derivados,"Banana, nanica, crua",73.80,91.53,382.96,1.40,0.12,NA,23.85,1.95,0.84,3.42,27.80,0.14,26.72,0.35,Tr,376.47,0.10,0.18,NA,13.63,6.81,Tr,0.02,0.14,Tr,5.86
180,Frutas e derivados,"Banana, ouro, crua",68.18,112.37,470.14,1.48,0.21,NA,29.34,1.95,0.79,3.19,28.38,0.09,22.27,0.34,Tr,354.81,0.08,0.26,NA,49.71,24.85,Tr,Tr,0.14,Tr,7.56
181,Frutas e derivados,"Banana, pacova, crua",77.71,77.91,325.97,1.23,0.08,NA,20.31,2.03,0.67,5.49,30.41,0.41,19.75,0.37,0.94,267.35,0.06,0.14,NA,,,0.05,0.03,0.17,Tr,Tr
182,Frutas e derivados,"Banana, prata, crua",71.86,98.25,411.08,1.27,0.07,NA,25.96,2.04,0.85,7.56,26.29,0.42,22.20,0.38,Tr,357.68,0.05,0.15,NA,32.42,16.21,Tr,0.02,0.10,Tr,21.59
183,Frutas e derivados,"Cacau, cru",79.21,74.29,310.84,0.95,0.14,NA,19.41,2.19,0.28,12.10,24.62,0.04,9.34,0.26,0.70,71.64,0.15,0.59,NA,,,0.25,Tr,0.04,Tr,13.56
184,Frutas e derivados,"Cajá-Manga, cru",86.89,45.58,190.71,1.28,Tr,NA,11.43,2.58,0.38,12.74,11.28,0.05,24.47,0.15,1.44,119.40,0.02,0.18,NA,,,0.11,Tr,0.05,Tr,26.70
185,Frutas e derivados,"Cajá, polpa, congelada",92.44,26.33,110.17,0.59,0.17,NA,6.37,1.36,0.42,9.16,7.17,0.07,25.66,0.32,6.95,148.08,0.10,0.05,NA,106.00,53.00,0.04,Tr,Tr,Tr,Tr
186,Frutas e derivados,"Caju, cru",88.11,43.07,180.18,0.97,0.33,NA,10.29,1.68,0.30,1.42,10.11,0.12,15.64,0.15,2.97,123.86,0.07,0.09,NA,14.67,7.33,Tr,Tr,Tr,Tr,219.33
187,Frutas e derivados,"Caju, polpa, congelada",89.82,36.57,153.00,0.48,0.15,NA,9.35,0.81,0.20,0.84,7.07,0.05,9.77,0.15,4.16,87.66,0.07,0.08,NA,22.00,11.00,Tr,0.02,Tr,2.25,119.72
188,Frutas e derivados,"Caju, suco concentrado, envasado",88.37,45.11,188.73,0.40,0.20,NA,10.73,0.63,0.29,0.98,8.45,0.06,11.40,0.15,45.04,106.99,0.04,0.07,NA,10.00,5.00,Tr,0.03,Tr,Tr,138.70
189,Frutas e derivados,"Caqui, chocolate, cru",79.72,71.35,298.53,0.36,0.07,NA,19.33,6.52,0.52,17.85,8.55,0.39,18.43,0.10,2.18,163.55,Tr,0.19,NA,,,Tr,Tr,0.03,Tr,29.61
190,Frutas e derivados,"Carambola, crua",87.10,45.74,191.38,0.87,0.18,NA,11.48,2.03,0.37,4.79,7.36,0.13,10.75,0.20,4.09,132.58,0.08,0.24,NA,,,0.12,Tr,Tr,Tr,60.87
191,Frutas e derivados,"Ciriguela, crua",78.69,75.59,316.29,1.40,0.36,NA,18.86,3.90,0.70,27.41,17.96,0.06,48.60,0.36,1.68,248.01,0.12,0.53,NA,,,0.14,Tr,Tr,Tr,27.03
192,Frutas e derivados,"Cupuaçu, cru",86.23,49.42,206.78,1.16,0.95,NA,10.43,3.12,1.22,13.12,18.17,0.07,21.28,0.49,3.20,331.03,0.07,0.34,NA,,,0.37,0.04,0.07,4.34,24.51
193,Frutas e derivados,"Cupuaçu, polpa, congelada",86.55,48.80,204.17,0.84,0.59,NA,11.39,1.59,0.62,5.49,13.91,0.17,14.20,0.26,0.69,291.09,0.14,0.15,NA,,,0.07,0.07,0.05,Tr,10.49
194,Frutas e derivados,"Figo, cru",88.19,41.45,173.41,0.97,0.16,NA,10.25,1.79,0.44,27.39,11.31,0.06,14.57,0.20,Tr,174.42,0.13,0.09,NA,,,0.05,Tr,Tr,Tr,0.79
195,Frutas e derivados,"Figo, enlatado, em calda",48.77,184.36,771.37,0.56,0.15,NA,50.34,1.98,0.18,32.62,6.85,0.16,6.25,0.50,6.87,39.35,0.25,0.09,NA,,,Tr,Tr,Tr,Tr,5.24
196,Frutas e derivados,"Fruta-pão, crua",80.87,67.05,280.52,1.08,0.19,NA,17.17,5.55,0.69,33.68,24.03,0.04,27.39,0.23,0.80,188.13,0.07,0.13,NA,,,0.03,Tr,Tr,Tr,9.87
197,Frutas e derivados,"Goiaba, branca, com casca, crua",85.69,51.74,216.47,0.90,0.49,NA,12.40,6.33,0.52,5.01,7.04,0.07,16.40,0.17,Tr,219.77,0.04,0.16,NA,,,Tr,Tr,0.03,Tr,99.20
198,Frutas e derivados,"Goiaba, doce em pasta",24.78,268.96,1125.33,0.58,0.00,NA,74.12,3.73,0.52,10.06,6.49,0.11,53.57,0.40,3.70,164.81,0.06,0.09,NA,136.42,68.21,0.07,Tr,Tr,Tr,23.06
199,Frutas e derivados,"Goiaba, doce, cascão",20.26,285.59,1194.90,0.41,0.10,NA,78.70,4.37,0.52,14.70,9.67,0.16,28.20,0.40,11.03,250.72,0.08,0.14,NA,50.33,25.17,Tr,Tr,Tr,1.41,34.33
200,Frutas e derivados,"Goiaba, vermelha, com casca, crua",84.98,54.17,226.65,1.09,0.44,NA,13.01,6.22,0.48,4.45,6.89,0.09,15.37,0.17,Tr,197.58,0.04,0.13,NA,38.00,19.00,Tr,Tr,0.03,Tr,80.60
201,Frutas e derivados,"Graviola, crua",82.15,61.62,257.83,0.85,0.21,NA,15.84,1.91,0.95,40.12,23.50,0.08,19.17,0.17,4.16,249.67,0.04,0.13,NA,,,0.17,0.12,0.03,Tr,19.14
202,Frutas e derivados,"Graviola, polpa, congelada",89.16,38.27,160.14,0.57,0.14,NA,9.78,1.19,0.35,5.98,9.76,0.06,16.59,0.10,3.05,169.96,0.06,0.05,NA,,,Tr,0.09,Tr,Tr,10.48
203,Frutas e derivados,"Jabuticaba, crua",83.65,58.05,242.89,0.61,0.13,NA,15.26,2.30,0.36,8.35,17.78,0.30,14.55,0.09,Tr,129.72,0.07,0.28,NA,,,0.06,Tr,Tr,Tr,16.17
204,Frutas e derivados,"Jaca, crua",75.07,87.92,367.86,1.40,0.27,NA,22.50,2.39,0.76,11.25,40.05,0.48,13.90,0.38,1.80,233.75,0.09,0.17,NA,,,0.10,0.04,0.05,Tr,14.82
205,Frutas e derivados,"Jambo, cru",92.10,26.91,112.60,0.89,0.07,NA,6.49,5.07,0.45,13.80,14.18,0.05,18.36,0.14,21.66,134.87,0.02,0.11,NA,,,0.08,Tr,Tr,1.18,3.77
206,Frutas e derivados,"Jamelão, cru",87.67,41.01,171.58,0.55,0.11,NA,10.63,1.78,1.04,3.09,2.16,Tr,4.12,0.05,1.37,394.34,0.03,0.05,NA,7.52,3.76,0.17,Tr,0.12,Tr,27.07
207,Frutas e derivados,"Kiwi, cru",85.88,51.14,213.95,1.34,0.63,NA,11.50,2.65,0.66,23.91,10.58,0.05,33.08,0.25,Tr,268.92,0.15,0.07,NA,5.42,2.71,Tr,Tr,0.06,Tr,70.78
208,Frutas e derivados,"Laranja, baía, crua",87.08,45.44,190.11,0.98,0.10,NA,11.47,1.12,0.37,35.41,9.22,0.04,23.80,0.14,Tr,174.15,0.04,0.06,NA,3.88,1.94,0.06,0.02,Tr,Tr,56.87
209,Frutas e derivados,"Laranja, baía, suco",90.25,36.65,153.34,0.65,Tr,NA,8.70,Tr,0.36,5.93,7.80,0.02,21.93,0.06,Tr,172.56,0.02,Tr,NA,4.00,2.00,0.03,Tr,0.02,Tr,94.48
210,Frutas e derivados,"Laranja, da terra, crua",85.38,51.47,215.36,1.08,0.19,NA,12.86,3.98,0.50,51.08,14.06,0.04,20.12,0.15,0.83,172.52,0.04,0.22,NA,,,0.07,0.09,0.03,Tr,34.68
211,Frutas e derivados,"Laranja, da terra, suco",89.22,40.96,171.36,0.67,0.14,NA,9.57,1.03,0.40,13.39,10.11,0.02,14.89,0.09,Tr,145.24,0.02,0.07,NA,4.46,2.23,0.04,Tr,0.04,Tr,44.32
212,Frutas e derivados,"Laranja, lima, crua",86.97,45.70,191.21,1.06,0.08,NA,11.53,1.78,0.36,31.47,10.16,0.05,14.51,0.12,1.11,129.87,0.03,0.12,NA,,,0.09,0.05,0.04,Tr,43.46
213,Frutas e derivados,"Laranja, lima, suco",89.68,39.34,164.58,0.71,0.12,NA,9.17,0.42,0.32,7.74,10.89,0.02,16.24,Tr,Tr,128.74,0.02,0.03,NA,,,0.10,0.03,0.04,Tr,41.30
214,Frutas e derivados,"Laranja, pêra, crua",89.55,36.77,153.86,1.04,0.13,NA,8.95,0.77,0.33,21.89,8.61,0.05,22.68,0.09,Tr,162.82,0.03,0.06,NA,0.92,0.46,0.07,0.02,0.02,Tr,53.73
215,Frutas e derivados,"Laranja, pêra, suco",91.29,32.71,136.86,0.74,0.07,NA,7.55,Tr,0.34,7.37,7.59,0.03,14.01,Tr,Tr,148.76,0.01,Tr,NA,1.21,0.60,Tr,Tr,Tr,Tr,73.34
216,Frutas e derivados,"Laranja, valência, crua",86.94,46.11,192.92,0.77,0.16,NA,11.72,1.73,0.41,33.74,14.40,0.06,19.77,0.09,0.63,157.90,0.04,0.11,NA,,,0.07,0.04,0.03,Tr,47.85
217,Frutas e derivados,"Laranja, valência, suco",90.53,36.20,151.45,0.48,0.12,NA,8.55,0.42,0.31,9.08,9.59,0.03,17.27,Tr,Tr,143.42,0.02,Tr,NA,2.00,1.00,*,*,0.03,Tr,*
218,Frutas e derivados,"Limão, cravo, suco",94.19,14.10,59.01,0.33,Tr,NA,5.25,Tr,0.24,10.18,8.86,0.03,11.13,0.08,Tr,119.88,0.03,,NA,31.42,15.71,Tr,Tr,Tr,Tr,32.78
219,Frutas e derivados,"Limão, galego, suco",91.80,22.23,92.99,0.57,0.07,NA,7.32,Tr,0.25,5.26,5.92,0.01,13.04,0.05,Tr,112.51,0.02,0.05,NA,,,Tr,Tr,0.03,Tr,34.50
220,Frutas e derivados,"Limão, tahiti, cru",87.43,31.82,133.13,0.94,0.14,NA,11.08,1.18,0.41,50.98,9.70,0.07,23.76,0.18,1.25,128.29,0.06,0.21,NA,,,0.30,0.04,Tr,Tr,38.24
